id_herb,nama_herb,nama_latin,nama_lokal,link_gambar,deskripsi_khasiat,mengatasi_gejala,komposisi
31,Gambir,Uncaria gambir,"""Gambier (Sumatera)"",""Gambe (Minangkabau)"",""Tanak Loto (Sulawesi)"",""Puan Gambe (Aceh)"",""Gampari (Sunda)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/gambir.jpeg,"tanaman yang berasal dari batang pohon tinggi dengan daun kecil yang sering digunakan sebagai bahan pengobatan tradisional. Daunnya memiliki warna hijau gelap, sedangkan batangnya mengandung resin alami yang berkhasiat untuk kesehatan. Tanaman ini terkenal karena kandungan katekin yang memiliki sifat antioksidan kuat. Khasiatnya meliputi membantu menghentikan diare, menjaga kesehatan kulit, dan mempercepat penyembuhan luka. Selain itu, sering digunakan sebagai bahan dasar ramuan untuk menjaga kesehatan mulut dan gigi.","""Sariawan"", ""Gusi berdarah"", ""Diare"", ""Bau mulut"", ""Luka""","Katekin, tanin, flavonoid, alkaloid."
32,Gandarusa,Justicia gendarussa,"""Handarusa (Jawa)"",""Rusa Alas (Sunda)"",""Gendarusa (Aceh)"",""Randurusa (Madura)"",""Tebu Rusa (Sulawesi)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/gandarusa.jpg,"tanaman semak kecil dengan batang bercabang dan daun hijau runcing yang sering ditemukan di daerah tropis. Daunnya kaya akan senyawa bioaktif yang membantu meningkatkan sirkulasi darah dan meredakan nyeri. Dalam pengobatan tradisional, sering digunakan untuk mengatasi rematik, melancarkan haid, dan meredakan nyeri sendi. Khasiat lainnya meliputi mempercepat penyembuhan luka dan membantu mengatasi infeksi kulit. Tanaman ini juga dipercaya mampu meningkatkan stamina tubuh secara alami.","""Nyeri otot"", ""Memar"", ""Pembengkakan"", ""Sakit kepala"", ""Nyeri haid""","Alkaloid, flavonoid, tanin, saponin."
33,Gendola,Basella alba,"""Gendol (Jawa)"",""Daun Gendola (Sunda)"",""Lumbu Tanah (Aceh)"",""Gendu-Gendu (Sulawesi)"",""Daun Tali (Madura)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/gendola.jpg,"tanaman merambat dengan batang lunak dan daun berbentuk hati berwarna hijau tua. Tumbuh subur di daerah lembap, sering digunakan sebagai sayuran atau obat tradisional. Daunnya kaya akan vitamin dan serat yang baik untuk kesehatan pencernaan. Khasiatnya meliputi membantu mengatasi sembelit, menurunkan demam, dan mempercepat pemulihan tubuh setelah sakit. Selain itu, tanaman ini juga dipercaya mampu meningkatkan metabolisme tubuh.","""Sembelit"", ""Kulit radang"", ""Demam"", ""Nyeri haid"", ""Luka""","Vitamin A, vitamin C, flavonoid, serat."
34,Ginjean,Pistia stratiotes,"""Kiambang (Sunda)"",""Genjer (Jawa)"",""Pucuk Genjer (Sumatera)"",""Lumbu Air (Aceh)"",""Daun Kinje (Sulawesi)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/ginjean.jpg,"tanaman air dengan daun lebar berwarna hijau yang sering ditemukan di kolam atau rawa-rawa. Daunnya memiliki tekstur licin dan kaya akan nutrisi yang baik untuk kesehatan. Tanaman ini sering digunakan dalam pengobatan tradisional untuk melancarkan pencernaan dan meningkatkan nafsu makan. Khasiat lainnya meliputi membantu mengatasi anemia, memperbaiki kesehatan kulit, dan menjaga fungsi hati. Selain itu, tanaman ini juga dipercaya mampu memperbaiki sistem peredaran darah.","""Perut kembung"", ""Gangguan pencernaan"", ""Nyeri otot"", ""Luka"", ""Nyeri haid""","Flavonoid, saponin, alkaloid, tanin."
35,Jahe,Zingiber officinale,"""Jae (Jawa)"",""Uwe Ala (Minangkabau)"",""Balaka (Aceh)"",""Lepa Tobo (Sulawesi)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/jahe.jpg,"tanaman rimpang dengan aroma khas dan rasa pedas hangat yang sering digunakan sebagai bumbu dapur dan obat herbal. Tanaman ini memiliki batang tegak dengan daun berbentuk pita yang panjang. Kaya akan senyawa gingerol, tanaman ini dikenal memiliki sifat anti-inflamasi dan antioksidan yang kuat. Khasiatnya meliputi meredakan mual, mengurangi nyeri otot, dan membantu mengatasi masuk angin. Selain itu, sering digunakan untuk meningkatkan imunitas dan memperbaiki sirkulasi darah.","""Mual"", ""Batuk"", ""Perut kembung"", ""Nyeri otot"", ""Pusing""","Gingerol, shogaol, minyak atsiri, vitamin C, flavonoid."
36,Iler,Plectranthus scutellarioides,"""Miana (Sulawesi)"",""Kentangan (Jawa)"",""Oler (Sunda)"",""Daun Tete (Minangkabau)"",""Pucuk Iler (Aceh)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/iler.jpg,"tanaman semak kecil dengan daun berwarna hijau hingga ungu yang sering digunakan sebagai tanaman hias dan obat. Daunnya mengandung senyawa flavonoid dan alkaloid yang bermanfaat untuk kesehatan. Dalam pengobatan tradisional, digunakan untuk mengobati luka bakar, meredakan nyeri, dan mempercepat penyembuhan luka. Khasiat lainnya meliputi membantu melancarkan pencernaan dan mengurangi peradangan. Tanaman ini juga dipercaya mampu meningkatkan daya tahan tubuh.","""Demam"", ""Sariawan"", ""Luka"", ""Batuk"", ""Perut kembung""","Flavonoid, tanin, alkaloid, minyak atsiri."
37,Inggu,Ruta angustifolia,"""Aruda (Jawa)"",""Rue (Sunda)"",""Sambu Laut (Sumatera)"",""Ambur Inggu (Aceh)"",""Irutu (Sulawesi)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/inggu.jpg,"tanaman semak kecil dengan aroma khas yang berasal dari daunnya. Daunnya kecil dan berwarna hijau tua, tumbuh subur di daerah tropis. Tanaman ini sering digunakan sebagai bumbu dapur sekaligus obat herbal. Khasiatnya meliputi meredakan perut kembung, meningkatkan nafsu makan, dan mengurangi rasa mual. Selain itu, tanaman ini juga dipercaya membantu melancarkan peredaran darah dan mengurangi nyeri pada tubuh.","""Perut kembung"", ""Sakit kepala"", ""Haid tidak teratur"", ""Kulit gatal"", ""Nyeri otot""","Kumarin, minyak atsiri, flavonoid, saponin."
38,Jamblang,Syzygium cumini,"""Duwet (Jawa)"",""Jambu Keling (Sumatera)"",""Dara Balem (Aceh)"",""Balenduk (Sulawesi)"",""Pelam Jambo (Minangkabau)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/jamblang.jpg,"pohon buah dengan daun hijau lebat dan buah kecil berwarna ungu gelap hingga hitam. Pohon ini tumbuh subur di daerah tropis dengan tanah yang subur. Buahnya kaya akan antioksidan dan vitamin C, sering digunakan untuk menjaga kesehatan kulit dan meningkatkan sistem imun. Khasiat lainnya meliputi membantu mengontrol kadar gula darah, memperbaiki fungsi pencernaan, dan melawan radikal bebas. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan jantung.","""Diare"", ""Sakit perut"", ""Mulut kering"", ""Gula darah tinggi"", ""Kulit radang""","Antosianin, vitamin C, tanin, flavonoid."
39,Jarak,Ricinus communis,"""Kaliki (Sunda)"",""Gloyor (Jawa)"",""Tanah Jarak (Sumatera)"",""Urek-Urek (Sulawesi)"",""Daun Urek (Aceh)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/jarak.jpg,"tanaman perdu dengan daun besar hijau tua yang menghasilkan getah putih. Tanaman ini sering digunakan dalam pengobatan tradisional untuk mengatasi masalah kulit seperti eksim dan gatal-gatal. Getahnya mengandung senyawa bioaktif yang memiliki sifat antimikroba dan anti-inflamasi. Khasiat lainnya meliputi membantu melancarkan pencernaan, meredakan nyeri otot, dan meningkatkan daya tahan tubuh. Selain itu, tanaman ini juga sering digunakan sebagai bahan alami untuk melawan infeksi ringan.","""Sembelit"", ""Nyeri otot"", ""Luka"", ""Pembengkakan"", ""Ketombe""","Ricin, minyak atsiri, tanin, alkaloid."
40,Jengger ayam,Celosia cristata,"""Bayam Wungu (Jawa)"",""Celosia (Sunda)"",""Sirih Ayam (Aceh)"",""Gulu Ayam (Sulawesi)"",""Daun Merah (Madura)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/jengger-ayam.jpg,"tanaman hias yang memiliki bunga berwarna merah menyala dengan bentuk menyerupai jengger ayam. Selain sebagai tanaman hias, bagian bunga dan daunnya sering digunakan dalam pengobatan tradisional. Tanaman ini dikenal memiliki sifat antiradang dan antioksidan yang baik untuk kesehatan. Khasiatnya meliputi membantu meredakan demam, mempercepat penyembuhan luka, dan meningkatkan kesehatan kulit. Selain itu, tanaman ini juga dipercaya membantu memperbaiki metabolisme tubuh secara alami.","""Mimisan"", ""Diare"", ""Mata iritasi"", ""Pembengkakan"", ""Keputihan""","Flavonoid, saponin, tanin, alkaloid."
41,Jeruk nipis,Citrus aurantiifolia,"""Jeruk Pecel (Jawa)"",""Lime (Sunda)"",""Limau Kecil (Sumatera)"",""Lemoh (Sulawesi)"",""Limek (Minangkabau)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/jeruk-nipis.jpg,"pohon buah kecil dengan daun hijau lebat dan buah berwarna hijau hingga kuning. Tumbuh subur di daerah tropis, sering digunakan sebagai bahan penyegar dalam minuman dan masakan. Buahnya kaya akan vitamin C, flavonoid, dan antioksidan yang bermanfaat untuk kesehatan. Khasiatnya meliputi membantu meningkatkan daya tahan tubuh, mengatasi batuk, dan meredakan radang tenggorokan. Selain itu, air perasan buah ini juga dipercaya dapat memperbaiki pencernaan dan membersihkan racun dari tubuh.","""Batuk"", ""Mual"", ""Perut kembung"", ""Sakit tenggorokan"", ""Kulit berminyak""","Vitamin C, asam sitrat, flavonoid, minyak atsiri."
42,Jeruk purut,Citrus hystrix,"""Lemoh (Sulawesi)"",""Jeruk Peres (Jawa)"",""Limau Purut (Sumatera)"",""Jeruk Lumut (Aceh)"",""Lemu Koci (Madura)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/jeruk-purut.jpg,"pohon kecil dengan daun hijau berkilau dan buah berbentuk bulat kecil dengan aroma khas. Buahnya sering digunakan sebagai bahan pelengkap masakan, terutama untuk memberikan rasa segar. Mengandung senyawa bioaktif yang berfungsi sebagai anti-inflamasi dan antibakteri alami. Khasiat utamanya meliputi membantu meredakan nyeri sendi, memperbaiki pencernaan, dan meningkatkan daya tahan tubuh. Selain itu, daun dan buahnya juga sering digunakan untuk mengatasi stres dan meningkatkan relaksasi.","""Mual"", ""Pusing"", ""Kulit berminyak"", ""Bau badan"", ""Kulit gatal""","Vitamin C, minyak atsiri, flavonoid, asam organik."
43,Jintan putih,Cuminum cyminum,"""Jinten Kampung (Jawa)"",""Jinten Kuning (Sunda)"",""Jintan Besar (Sumatera)"",""Jintan Laos (Aceh)"",""Jintan Raja (Sulawesi)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/jinten-putih.jpg,"tanaman rempah dengan biji kecil berwarna cokelat muda yang memiliki aroma khas dan rasa hangat. Tanaman ini sering digunakan sebagai bumbu masakan dan bahan obat tradisional. Kandungan minyak atsirinya dikenal bermanfaat untuk meredakan perut kembung, meningkatkan nafsu makan, dan mengatasi gangguan pencernaan. Khasiat lainnya meliputi membantu menurunkan tekanan darah, mengurangi rasa mual, dan meredakan nyeri perut. Selain itu, tanaman ini juga dipercaya dapat meningkatkan energi tubuh secara alami.","""Perut kembung"", ""Mual"", ""Diare"", ""Susah tidur"", ""Nyeri haid""","Minyak atsiri, flavonoid, saponin, tanin."
44,Jombang,Taraxacum officinale,"""Randa Tapak (Jawa)"",""Tarakembang (Sunda)"",""Daun Jombang (Sumatera)"",""Tapak Liman (Aceh)"",""Dandelion (Sulawesi)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/jombang.jpg,"tanaman berbunga dengan daun berbentuk panjang dan bunga kuning cerah yang tumbuh liar di berbagai daerah tropis. Daunnya sering digunakan dalam pengobatan tradisional untuk mengatasi radang, demam, dan infeksi ringan. Tanaman ini dikenal memiliki sifat antimikroba dan antioksidan yang kuat. Khasiatnya meliputi mempercepat penyembuhan luka, meningkatkan daya tahan tubuh, dan melancarkan peredaran darah. Selain itu, tanaman ini juga dipercaya dapat membantu mengatasi masalah kulit seperti eksim dan ruam.","""Perut kembung"", ""Tidak nafsu makan"", ""Kulit gatal"", ""Kelelahan"", ""Nyeri otot""","Taraxacin, flavonoid, vitamin C, polifenol."
45,Kamboja,Plumeria sp.,"""Semboja (Jawa)"", ""Jepun (Bali)"", ""Bunga Kamboja (Sumatera)"", ""Semba (Sulawesi)"", ""Cemboja (Aceh)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/kamboja.jpg,"pohon besar dengan bunga berwarna putih hingga kuning pucat yang memiliki aroma harum. Tumbuh subur di daerah tropis, pohon ini sering ditanam sebagai penghias taman atau pekarangan. Selain sebagai tanaman hias, bunganya digunakan dalam berbagai ritual tradisional. Dalam pengobatan herbal, ekstrak bunga dikenal membantu meredakan stres, memperbaiki kualitas tidur, dan meningkatkan relaksasi. Selain itu, tanaman ini juga dipercaya memiliki manfaat untuk memperbaiki sirkulasi darah.","""Nyeri sendi"", ""Demam"", ""Pembengkakan"", ""Luka"", ""Kulit gatal""","Alkaloid, flavonoid, saponin, tanin."
46,Kapulaga,Amomum compactum,"""Polowijo (Jawa)"", ""Kapolaga (Sunda)"", ""Buah Pelaga (Sumatera)"", ""Laga Wija (Sulawesi)"", ""Palaga (Aceh)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/kapulaga.jpg,"tanaman rempah dengan buah berbentuk bulat kecil berwarna hijau hingga cokelat. Tumbuh subur di dataran tinggi, tanaman ini sering digunakan sebagai bahan dalam masakan dan pengobatan tradisional. Buahnya mengandung minyak atsiri yang membantu melancarkan pernapasan dan meredakan nyeri perut. Khasiat lainnya meliputi membantu meningkatkan pencernaan, memperbaiki fungsi ginjal, dan mengatasi batuk. Selain itu, tanaman ini juga dipercaya mampu meningkatkan stamina tubuh.","""Mual"", ""Bau mulut"", ""Perut kembung"", ""Nyeri haid"", ""Kelelahan""","Minyak atsiri, flavonoid, tanin, saponin."
47,Kastuba,Euphorbia pulcherrima,"""Daun Merah (Jawa)"", ""Bunga Kastuba (Sunda)"", ""Daun Katuba (Sumatera)"", ""Bunga Tete (Aceh)"", ""Bunga Kastu (Sulawesi)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/kastuba.jpg,"tanaman perdu dengan daun berwarna hijau gelap dan bunga kecil berwarna merah mencolok. Tumbuh subur di daerah tropis, tanaman ini sering digunakan sebagai penghias taman dan sebagai bahan herbal. Daunnya mengandung senyawa bioaktif yang dikenal memiliki sifat antiradang dan antioksidan. Khasiatnya meliputi membantu meredakan nyeri sendi, mempercepat penyembuhan luka, dan meningkatkan daya tahan tubuh. Selain itu, tanaman ini juga sering digunakan untuk memperbaiki kesehatan kulit dan rambut.","""Demam"", ""Sakit kepala"", ""Nyeri otot"", ""Luka"", ""Pembengkakan""","Flavonoid, saponin, tanin, alkaloid."
48,Katuk,Sauropus androgynus,"""Kebing (Sumatera)"", ""Daun Katuk (Jawa)"", ""Katuk Alas (Sunda)"", ""Daun Keup (Aceh)"", ""Daun Tetuk (Sulawesi)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/katuk.jpg,"tanaman semak dengan daun hijau kecil yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa yang membantu melancarkan ASI pada ibu menyusui dan meningkatkan stamina tubuh. Selain itu, tanaman ini juga dipercaya dapat memperbaiki fungsi pencernaan dan mengatasi anemia. Khasiat lainnya meliputi membantu menurunkan kadar gula darah dan menjaga kesehatan hati. Daunnya sering dikonsumsi dalam bentuk teh atau lalapan segar.","""ASI sedikit"", ""Lemas"", ""Sembelit"", ""Kulit kering"", ""Imun lemah""","Vitamin A, vitamin C, flavonoid, kalsium."
49,Kayu manis,Cinnamomum verum,"""Manis Janggelan (Jawa)"", ""Kulit Manis (Sunda)"", ""Kulit Kayu Manis (Sumatera)"", ""Cinnamomi (Aceh)"", ""Lawang Manis (Sulawesi)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/kayu-manis.jpg,"pohon kecil dengan kulit batang berwarna cokelat muda yang memiliki aroma manis khas. Kulit batangnya sering digunakan sebagai bumbu masakan dan bahan herbal. Tanaman ini kaya akan senyawa sinamaldehida yang memiliki sifat anti-inflamasi dan antibakteri. Khasiatnya meliputi membantu menurunkan kadar gula darah, meredakan nyeri otot, dan memperbaiki sirkulasi darah. Selain itu, sering digunakan untuk meningkatkan sistem kekebalan tubuh dan mengatasi gangguan pencernaan.","""Mual"", ""Kembung"", ""Nyeri haid"", ""Lelah"", ""Sakit tenggorokan""","Sinamaldehida, eugenol, tanin, flavonoid."
50,Kayu putih,Melaleuca cajuputi,"""Gelam (Maluku)"", ""Daun Kayu Putih (Sumatera)"", ""Minyak Putih (Aceh)"", ""Lemo Gelam (Sulawesi)"", ""Kayu Wangi (Sunda)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/kayu-putih.jpg,"pohon kecil dengan daun hijau berbentuk lonjong dan batang yang mengandung minyak atsiri. Minyak yang diekstrak dari daun tanaman ini dikenal sebagai minyak kayu putih yang memiliki banyak manfaat kesehatan. Khasiat utamanya meliputi membantu meredakan pilek, mengatasi nyeri otot, dan memperbaiki pernapasan. Selain itu, minyak ini juga sering digunakan sebagai bahan alami untuk mengusir serangga dan mempercepat penyembuhan luka ringan. Tanaman ini sering ditemukan di daerah tropis seperti Indonesia.","""Pilek"", ""Nyeri otot"", ""Sakit kepala"", ""Kulit gatal"", ""Perut kembung""","Minyak atsiri (cineol), flavonoid, tanin."
51,Kedelai,Glycine max,"""Dele (Jawa)"", ""Kacang Kedelai (Sunda)"", ""Kacang Penuh (Sumatera)"", ""Dele Kuning (Sulawesi)"", ""Kacang Tele (Aceh)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/kedelai.jpg,"tanaman perdu dengan biji kecil berwarna kuning kecokelatan yang kaya akan protein dan serat. Tumbuh subur di daerah tropis, tanaman ini sering dijadikan bahan utama dalam berbagai masakan tradisional. Selain menjadi sumber makanan, bijinya memiliki kandungan isoflavon yang baik untuk kesehatan hormon. Khasiat utamanya meliputi membantu mengurangi gejala menopause, menurunkan kolesterol, dan menjaga kesehatan jantung. Selain itu, tanaman ini juga dikenal sebagai sumber energi yang baik untuk tubuh.","""Kelelahan"", ""Kulit kering"", ""Gejala menopause"", ""Sembelit"", ""Nyeri otot""","Isoflavon, protein, saponin, vitamin B kompleks."
52,Keji beling,Strobilanthes crispus,"""Pecah Kaca (Sunda)"", ""Daun Pecah Beling (Jawa)"", ""Daun Remuk (Sumatera)"", ""Pecah Batu (Aceh)"", ""Balas Beling (Sulawesi)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/keji-beling.jpg,"tanaman semak dengan daun lebar hijau tua yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif yang dikenal memiliki sifat diuretik dan detoksifikasi. Dalam pengobatan tradisional, tanaman ini sering digunakan untuk mengatasi masalah batu ginjal dan infeksi saluran kemih. Khasiat lainnya meliputi membantu menurunkan tekanan darah, mempercepat penyembuhan luka, dan mengatasi gangguan pencernaan. Daunnya juga sering dijadikan teh herbal yang menyegarkan.","""Perut kembung"", ""Mual"", ""Sering buang air kecil"", ""Nyeri otot"", ""Pembengkakan""","Flavonoid, saponin, alkaloid, tanin."
53,Kelapa,Cocos nucifera,"""Nyuh (Bali)"", ""Kalapa (Jawa)"", ""Pohon Kelapa (Sunda)"", ""Pohon Niu (Sulawesi)"", ""Kalipah (Aceh)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/kelapa.jpg,"pohon tropis dengan batang tinggi, daun menjuntai panjang, dan buah berbentuk bulat dengan serat kasar. Buahnya kaya akan nutrisi, seperti elektrolit, mineral, dan vitamin yang baik untuk menjaga kesehatan tubuh. Selain air kelapa yang terkenal sebagai minuman penyegar, daging buahnya sering digunakan dalam masakan dan obat tradisional. Khasiatnya meliputi membantu mengatasi dehidrasi, memperbaiki pencernaan, dan meningkatkan sistem imun. Selain itu, minyak kelapa juga dikenal sebagai bahan alami untuk perawatan kulit dan rambut.","""Dehidrasi"", ""Luka bakar ringan"", ""Kulit kering"", ""Rambut rontok"", ""Ketombe""","Elektrolit, vitamin B kompleks, lemak sehat."
54,Kelor,Moringa oleifera,"""Maronggi (Sunda)"", ""Merunggai (Melayu)"", ""Daun Moringa (Sumatera)"", ""Kelar (Sulawesi)"", ""Kelo (Jawa)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/kelor.jpg,"pohon kecil dengan daun berbentuk oval yang kaya akan nutrisi dan sering digunakan sebagai sayuran dan obat herbal. Daunnya mengandung vitamin C, kalsium, dan protein yang bermanfaat untuk kesehatan tubuh. Dalam pengobatan tradisional, sering digunakan untuk meningkatkan energi, melancarkan ASI pada ibu menyusui, dan memperbaiki fungsi hati. Khasiat lainnya meliputi membantu menurunkan kadar gula darah, meningkatkan daya tahan tubuh, dan memperbaiki kesehatan tulang. Daunnya sering diolah menjadi sup atau teh herbal.","""Kelelahan"", ""Pembengkakan"", ""Kulit gatal"", ""Nyeri sendi"", ""Imun lemah""","Vitamin C, kalsium, protein, flavonoid."
55,Kembang kertas,Zinnia elegans,"""Kenikir Jepang (Jawa)"", ""Bunga Kertas (Sunda)"", ""Bungur Kertas (Sumatera)"", ""Kertase (Aceh)"", ""Kertane (Sulawesi)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/kertas.jpg,"tanaman hias dengan bunga berwarna-warni yang menyerupai kertas, sering ditemukan di pekarangan rumah atau taman. Selain sebagai tanaman hias, bagian bunga dan daunnya memiliki manfaat dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif yang dikenal memiliki sifat antimikroba dan antiinflamasi. Khasiatnya meliputi membantu meredakan demam, memperbaiki kesehatan kulit, dan mengatasi infeksi ringan. Selain itu, tanaman ini juga dipercaya memiliki efek menenangkan untuk membantu tidur lebih nyenyak.","""Batuk"", ""Demam"", ""Nyeri haid"", ""Sakit tenggorokan"", ""Luka""","Flavonoid, saponin, tanin, alkaloid."
56,Kembang pukul empat,Mirabilis jalapa,"""Telesek Tilu (Sunda)"", ""Bunga Waktu (Jawa)"", ""Bunga Sore (Sumatera)"", ""Tepat Waktu (Sulawesi)"", ""Bunga Malam (Aceh)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/bunga-pukul-empat.jpg,"tanaman perdu dengan bunga berwarna cerah yang sering mekar di sore hari, dikenal juga sebagai bunga waktu. Bunganya memiliki aroma harum yang khas dan sering digunakan sebagai penghias taman. Selain itu, tanaman ini memiliki kandungan senyawa bioaktif yang membantu melancarkan peredaran darah dan meredakan nyeri otot. Khasiat lainnya meliputi membantu mengatasi insomnia, meredakan stres, dan mempercepat penyembuhan luka. Dalam pengobatan tradisional, bunganya sering direndam untuk dijadikan air kompres.","""Pembengkakan"", ""Nyeri otot"", ""Bisul"", ""Kulit gatal"", ""Sakit kepala""","Flavonoid, tanin, alkaloid, minyak atsiri."
57,Kemuning,Murraya paniculata,"""Orang Aring (Sumatera)"", ""Daun Kemuning (Jawa)"", ""Daun Muning (Sunda)"", ""Muning Alas (Aceh)"", ""Muning Wija (Sulawesi)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/kemuning.jpg,"tanaman semak kecil dengan daun kecil hijau terang dan bunga putih yang sering digunakan sebagai tanaman obat. Daunnya mengandung senyawa flavonoid dan minyak atsiri yang memiliki sifat antioksidan dan antimikroba. Khasiat utamanya meliputi membantu melancarkan peredaran darah, meredakan nyeri menstruasi, dan memperbaiki kesehatan kulit. Selain itu, tanaman ini juga digunakan dalam pengobatan tradisional untuk mengatasi stres dan meningkatkan relaksasi. Tanaman ini sering ditemukan di daerah tropis.","""Nyeri otot"", ""Perut kembung"", ""Kram perut"", ""Pembengkakan"", ""Susah tidur""","Flavonoid, tanin, minyak atsiri, alkaloid."
58,Kenanga,Cananga odorata,"""Cempaka Kuning (Jawa)"", ""Bunga Kenanga (Sunda)"", ""Bunga Nagasari (Sumatera)"", ""Kenu (Sulawesi)"", ""Nanga (Aceh)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/kenanga.jpg,"pohon besar dengan bunga harum berwarna kuning hingga hijau yang sering digunakan dalam ritual tradisional. Bunganya memiliki aroma khas yang sering dijadikan minyak esensial untuk terapi relaksasi. Dalam pengobatan tradisional, bunga dan daunnya sering digunakan untuk mengatasi stres, meningkatkan kualitas tidur, dan memperbaiki sirkulasi darah. Khasiat lainnya meliputi membantu meredakan nyeri kepala dan menjaga kesehatan kulit. Pohonnya sering ditanam sebagai penghias halaman rumah atau taman.","""Stres"", ""Susah tidur"", ""Nyeri otot"", ""Kulit kering"", ""Kelelahan""","Minyak atsiri (linalool), flavonoid, tanin."
59,Kencur,Kaempferia galanga,"""Kacer (Jawa)"", ""Kunjir (Sunda)"", ""Cekur (Melayu)"", ""Kunir Putih (Sumatera)"", ""Kusir (Sulawesi)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/kencur.jpg,"tanaman rimpang dengan aroma khas yang memiliki kulit berwarna cokelat muda dan daging berwarna putih. Tanaman ini sering digunakan sebagai bahan masakan dan obat tradisional. Kandungannya kaya akan minyak atsiri yang memiliki sifat antiinflamasi dan antibakteri. Khasiatnya meliputi membantu mengatasi masuk angin, meredakan batuk, dan memperbaiki pencernaan. Selain itu, tanaman ini juga dipercaya dapat meningkatkan stamina tubuh dan melawan infeksi ringan.","""Batuk"", ""Nyeri otot"", ""Perut kembung"", ""Sakit kepala"", ""Lemas""","Minyak atsiri, flavonoid, saponin, tanin."
60,Kentimun,Cucumis sativus,"""Timun (Jawa)"", ""Mentimun (Sunda)"", ""Ketela Mentimun (Sumatera)"", ""Lele Mentimun (Aceh)"", ""Timun Segar (Sulawesi)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/kentimun.jpg,"tanaman sayur dengan buah lonjong berwarna hijau terang yang sering digunakan sebagai lalapan atau campuran masakan. Buahnya kaya akan kandungan air dan serat, menjadikannya baik untuk menjaga kesehatan pencernaan. Selain itu, buah ini mengandung vitamin C dan antioksidan yang membantu memperbaiki kesehatan kulit dan meningkatkan daya tahan tubuh. Khasiat lainnya meliputi membantu mengatasi dehidrasi, menurunkan tekanan darah, dan memperbaiki metabolisme tubuh. Tanaman ini mudah tumbuh di berbagai kondisi tanah tropis.","""Kulit kering"", ""Mata lelah"", ""Panas dalam"", ""Kulit terbakar"", ""Pembengkakan""","Air, vitamin C, flavonoid, elektrolit."
61,Ketepeng,Cassia alata,"""Gelenggang (Sumatera)"", ""Daun Ketepeng (Jawa)"", ""Ketepeng Alas (Sunda)"", ""Ketelenggang (Aceh)"", ""Ketengeng (Sulawesi)""",https://storage.googleapis.com/c242-ps076-herbamate-bucket/img-homapage/ketepeng.jpg,"tanaman perdu dengan daun besar berwarna hijau tua yang sering tumbuh di daerah tropis. Daunnya mengandung senyawa bioaktif yang dikenal memiliki sifat antijamur dan antibakteri. Dalam pengobatan tradisional, sering digunakan untuk mengatasi infeksi kulit, seperti kurap dan gatal-gatal. Khasiat lainnya meliputi membantu melancarkan pencernaan, mengurangi peradangan, dan mempercepat penyembuhan luka. Selain itu, daunnya juga dipercaya dapat membantu menurunkan kadar gula darah.","""Kulit gatal"", ""Luka"", ""Infeksi jamur"", ""Sembelit"", ""Rambut rontok""","Flavonoid, tanin, saponin, antrakuinon."
